,mpa_id,wdpa_id,wdpa_pid,name,country,sovereign,designatio,designat_1,designat_2,iucn_categ,status,status_yea,is_mpa,implemente,implementa,no_take,no_take_ar,rep_m_area,calc_m_are,rep_area,calc_area,gov_type,mgmt_auth,mgmt_plan_,fishing,access,constancy,permanence,SHAPE_Leng,SHAPE_Area,geography_area,mmsi_count,in_pre,out_pre,in_post,out_post
68,9049,0,,Russian Arctic (Franz Josef Land),RUS,RUS,National Park,,National,,Designated,2016,1,1,2016-08-25,All,66000.0,66000.0,0.0,88000.0,0.0,,,,No,Unknown,Unknown,Unknown,229.272777463,26.1586517095,52280,0,0,0,0,0
69,68808585,555621413,555621413,Common fishery right area(Hokkaido),JPN,JPN,共同漁業権区域,Common fishery right area,National,VI,Designated,2013,1,1,,Not Reported,0.0,48636.0,48468.0,48636.0,48673.0,Federal or national ministry or agency,"Ministry of Agriculture, Forestry and Fisheries",Not Reported,Unknown,Unknown,Unknown,Unknown,73.6384603715,5.39475834899,48664,118,1381,38898,94153,628695
70,68816537,555597297,555597297,Martinique,MTQ,FRA,Parc Naturel Marin,Marine Nature Park,National,V,Designated,2017,1,1,,Not Reported,0.0,0.0,47718.0,47814.0,47821.0,Federal or national ministry or agency,Not Reported,Not Reported,Unknown,Unknown,Unknown,Unknown,17.4974328389,3.99488556012,47527,3,0,0,2545,4891
71,68808176,0,,Galápagos,ECU,ECU,Marine Sanctuary,Marine Sanctuary,,,Designated,2016,1,1,,All,47000.0,47000.0,47128.4958267,47000.0,0.0,,,,No,Unknown,Unknown,Unknown,20.630627686,3.83551846552,47199,0,0,0,0,0
72,68808475,555635928,555635928,Monumento Natural Do Arquipélago De São Pedro E São Paulo,BRA,BRA,Monumento Natural,Natural Monument,National,III,Designated,2018,1,1,2018-03-19,All,47191.4,47191.0,47554.0,47191.0,47554.0,Federal or national ministry or agency,Instituto Chico Mendes de Conservação da Biodiversidade,Not Reported,Unknown,Unknown,Unknown,Unknown,8.32815002986,3.83415464864,47191,2,145,3188,1,13531
73,68816523,555596226,555596226,Corredor De Migracion De Cetaceos Del Mediterraneo,ESP,ESP,Área Marina Protegida,Marine Protected Area,National,VI,Designated,2018,1,1,,Not Reported,0.0,0.0,46409.0,46613.0,46419.0,Federal or national ministry or agency,Not Reported,Not Reported,Unknown,Unknown,Unknown,Unknown,12.1823675281,4.91776649161,46334,146,84979,533961,61262,386188
74,68818606,555624907,555624907_D,Marine Protected Area (Pukapuka/ Nassau),COK,COK,Marine Conservation Zone,Marine Conservation Zone,National,IV,Designated,2017,1,1,,None,0.0,31362.0,45090.0,31362.0,45097.0,Collaborative governance,Marae Moana Council,Not Reported,Unknown,Unknown,Unknown,Unknown,7.53865459248,3.71007023946,44817,9,1297,34231,538,67319
75,15124,555559749,555559749,Glorieuses,MYT,FRA,Parc Naturel Marin,Marine Nature Park,National,V,Designated,2012,1,1,,Not Reported,0.0,0.0,43776.0,43000.0,43780.0,Federal or national ministry or agency,Not Reported,Not Reported,Unknown,Unknown,Unknown,Unknown,7.48161508501,3.60690840799,43509,2,0,0,2027,7840
76,15007,555556895,555556895_A,Norfolk - National Park Zone,NFK,AUS,Marine Park,Marine Park,National,II,Designated,2018,1,1,2018-07-01,All,41661.0,41660.0,41827.0,41660.0,41827.0,Federal or national ministry or agency,AU-DOEE,https://parksaustralia.gov.au/marine/management/plans/,Unknown,Unknown,Unknown,Unknown,7.86890894761,3.78107425106,41660,0,0,0,0,0
77,68808957,555556896,,Oceanic Shoals - Multiple Use Zone,AUS,AUS,Marine Park,Marine Park,National,VI,Designated,2012,1,1,2018-07-01,None,0.0,0.0,0.0,39963.0,0.0,Federal or national ministry or agency,AU-DOEE,https://parksaustralia.gov.au/marine/management/plans/,Unknown,Unknown,Unknown,Unknown,11.7537907755,3.31445373502,39963,2,390,14428,81,2409
